time_min,rr_bpm,ti_s,te_s,vt_ml,vt_ml_kg,raw_insp_cmH2O_s_L,raw_exp_cmH2O_s_L,crs_ml_cmH2O,tau_exp_s,expiratory_residual_fraction,trapped_volume_ml,trapped_volume_ml_kg,autopeep_cmH2O,measured_autopeep_cmH2O,occult_autopeep_cmH2O,total_peep_cmH2O,pplat_cmH2O,ppeak_cmH2O,alveolar_ventilation_l_min,paco2_mmHg,etco2_mmHg,ph,map_mmHg,trigger_work_index,external_peep_excess_cmH2O,barotrauma_risk,hemodynamic_risk,ventilation_risk,global_risk_score,unsafe_physiology,simulation_terminated,safety_message
54.4167,11.0,1.0909090909090908,4.363636363636363,306.37289751633017,12.765537396513757,31.813946667693067,64.90045120209385,19.884816314777705,1.5576108288502524,0.06071932028602006,20.597948384466125,0.8582478493527552,1.1157397040933967,1.0421008836232326,0.07363882047016412,4.1157397040933965,19.523118513453806,21.0,2.6204759003169578,43.471493092617784,38.20387534876075,7.37112230742103,64.12685205918132,0.0,1.8842602959066033,warning,low,low,0.36237852458665126,False,False,
54.5,11.0,1.0909090909090908,4.363636363636363,306.38947103879923,12.766227959949967,31.81078667760266,64.89400482230943,19.884491961687885,1.5574561157354263,0.060702424928817805,20.59295890091907,0.8580399542049612,1.1154876315457831,1.0418654478637615,0.07362218368202167,4.115487631545783,19.52395125380629,21.0,2.6206681649061467,43.46830381864834,38.20111636076263,7.371148481549825,64.12690247369085,0.0,1.8845123684542169,warning,low,low,0.36242679141549294,False,False,
54.5833,11.0,1.0909090909090908,4.363636363636363,306.40598385407577,12.766915993919824,31.807638453174714,64.88758244447641,19.884168785048082,1.5573019786674338,0.06068559381656207,20.58798810849272,0.8578328378538633,1.1152364972759565,1.0416308884557435,0.07360560882021305,4.115236497275957,19.52478100307788,21.0,2.6208597260322537,43.46512667904535,38.198367867223986,7.371174558343256,64.1269527005448,0.0,1.8847635027240435,warning,low,low,0.36247488317736865,False,False,
54.6667,11.0,1.0909090909090908,4.363636363636363,306.4224361948433,12.767601508118473,31.80450194789742,64.88118397371073,19.883846780430492,1.5571484153690576,0.06066882668613113,20.58303593263918,0.8576264971932992,1.1149862975842606,1.0413972019436994,0.07358909564056115,4.11498629758426,19.5256077723193,21.0,2.6210505863855653,43.46196162398011,38.19562982506944,7.371200538184951,64.12700274048315,0.0,1.8850137024157394,warning,low,low,0.362522800531177,False,False,
54.75,11.0,1.0909090909090908,4.363636363636363,306.43882829285997,12.768284512202499,31.801377115454898,64.87480931552798,19.883525943424345,1.5569954235726717,0.06065212327557397,20.578102299127742,0.8574209291303226,1.1147370287864724,1.0411643848865653,0.07357264389990714,4.114737028786473,19.526431572540265,21.0,2.621240748645715,43.45880860384747,38.19290219141671,7.371226421456933,64.12705259424271,0.0,1.8852629712135276,warning,low,low,0.3625705441332821,False,False,
54.8333,11.0,1.0909090909090908,4.363636363636363,306.4551603789625,12.768965015790103,31.798263909726305,64.86845837584166,19.88320626963583,1.5568430010201997,0.0606354833241047,20.573187134043526,0.8572161305851469,1.1144886872137396,1.040932433857633,0.07355625335610672,4.11448868721374,19.527252414709654,21.0,2.621430215481735,43.45566756926463,38.190184923575615,7.371252208539629,64.12710226255726,0.0,1.8855113127862604,warning,low,low,0.362618114637525,False,False,
54.9167,11.0,1.0909090909090908,4.363636363636363,306.4714326830694,12.769643028461225,31.795162284784983,64.86213106096136,19.88288775468805,1.5566911454630727,0.06061890657209712,20.568290363786048,0.8570120984910853,1.1142412692125132,1.0407013454444873,0.07353992376802587,4.114241269212513,19.528070309755613,21.0,2.6216189895520845,43.45253847107015,38.18747797904721,7.371277899811874,64.1271517461575,0.0,1.8857587307874868,warning,low,low,0.36266551269523095,False,False,
55.0,11.0,1.0909090909090908,4.363636363636363,306.487645434185,12.77031855975771,31.792072194897568,64.85582727759103,19.882570394220924,1.556539854662185,0.060602392761078656,20.563411915067736,0.856808829794489,1.113994771144476,1.0404711162489406,0.07352365489553536,4.113994771144476,19.528885268565716,21.0,2.621807073504702,43.449421260322836,38.18478131552281,7.371303495650919,64.1272010457711,0.0,1.886005228855524,warning,low,low,0.3627127389552198,False,False,
55.0833,11.0,1.0909090909090908,4.363636363636363,306.50379886040355,12.770991619183482,31.78899359452312,64.84954693282717,19.88225418389115,1.556389126387852,0.06058594163372519,20.558551714912618,0.8566063214546924,1.1137491893864824,1.0402417428869746,0.0735074464995078,4.113749189386482,19.529697301987152,21.0,2.621994469977048,43.44631588830055,38.18209489088298,7.371328996432441,64.1272501621227,0.0,1.8862508106135176,warning,low,low,0.3627597940638173,False,False,
55.1667,11.0,1.0909090909090908,4.363636363636363,306.5198931889119,12.771662216204662,31.785926438312288,64.84328993415706,19.88193911937213,1.5562389584197693,0.06056955293385526,20.553709690654806,0.8564045704439502,1.1135045203304872,1.040013221988675,0.07349129834181212,4.113504520330487,19.53050642082679,21.0,2.6221811815961384,43.44322230649928,38.17941866319671,7.371354402530546,64.12729909593389,0.0,1.8864954796695128,warning,low,low,0.36280667866486116,False,False,
55.25,11.0,1.0909090909090908,4.363636363636363,306.53592864599386,12.772330360249745,31.782870681106395,64.83705618945704,19.88162519635393,1.5560893485469691,0.060553226406424646,20.548885769937197,0.8562035737473832,1.1132607603834812,1.0397855501981714,0.07347521018530978,4.113260760383481,19.531312635851343,21.0,2.622367210978591,43.440140466632,38.17675259072045,7.371379714317778,64.1273478479233,0.0,1.8867392396165188,warning,low,low,0.3628533933997128,False,False,
55.3333,11.0,1.0909090909090908,4.363636363636363,306.55190545703397,12.77299606070975,31.77982627793663,64.83084560699072,19.88131241054317,1.5559402945677774,0.0605369617975206,20.544079880709962,0.856003328362915,1.1130179059674246,1.0395587241735746,0.07345918179384991,4.113017905967425,19.532115957787575,21.0,2.6225525607306728,43.43707032062751,38.17409663189711,7.371404932165127,64.12739641880651,0.0,1.8869820940325754,warning,low,low,0.36289993890726624,False,False,
55.4167,11.0,1.0909090909090908,4.363636363636363,306.56782384652087,12.77365932693837,31.776793184023177,64.82465809540727,19.881000757662996,1.5557917942897745,0.06052075885435671,20.53929195122929,0.8558038313012205,1.1127759535191852,1.039332740586919,0.07344321293226619,4.1127759535191855,19.532916397322367,21.0,2.6227372334483356,43.43401182062945,38.171450745355195,7.371430056442033,64.12744480929616,0.0,1.8872240464808148,warning,low,low,0.362946315823959,False,False,
